bullet_point,category,category_url,clickthrough_url,close_date,currency,funds_raised_amount,funds_raised_percent,image_url,is_indemand,is_pre_launch,offered_by,open_date,perk_goal_percentage,perks_claimed,price_offered,price_retail,product_stage,project_id,project_type,source_url,tagline,tags,title
"null","Food & Beverages","/explore/food-beverages","/projects/banjo-cold-brew-coffee--3","2015-04-28T23:59:59-07:00","USD","1960","0.130666666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/wnrgq18fjbmsbvb55k9d.jpg","false","false","null","2015-03-17T11:27:12-07:00","null","null","null","null","null","1117738","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A delectable, cold brewed coffee; pure and simple. CAFFEINATE RESPONSIBLY","[""other""]","Banjo Cold Brew Coffee"
"null","Photography","/explore/photography","/projects/living-the-dream-new-smyrna-beach-fl-photo-book","2017-12-04T23:59:59-08:00","USD","1555","0.0311","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/nhkzvgnvu0eoa3zixv7z.jpg","false","false","null","2017-11-09T15:24:43-08:00","null","null","null","null","null","2257175","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A beautiful photography book showcasing the legendary surf, art, music & people of our seaside town.","[""other""]","Living the Dream New Smyrna Beach FL Photo Book"
"null","Travel & Outdoors","/explore/travel-outdoors","/projects/the-nomatic-navigator-series","2020-05-07T23:59:59-07:00","USD","729563","6.72495","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dsojxalb1lkxnrqzdmkr.jpg","false","false","null","2020-05-06T23:59:59-07:00","null","null","null","null","null","2600136","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A Brand New Line of Bags That Help You Navigate Every Adventure.","[""backpacks"",""design"",""luggage"",""professional"",""bags""]","The NOMATIC Navigator Series"
"null","Tabletop Games","/explore/tabletop-games","/projects/pyxidanthera-oracle","2020-10-02T23:59:59-07:00","USD","615","1.23","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ge381eu09k2wi87uqt03.jpg","false","false","null","2020-08-18T00:00:00-07:00","null","null","null","null","null","2617682","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","a rune-like oracle and companion items by hadapixie designs","[""tarot""]","Pyxidanthera Oracle"
"null","Phones & Accessories","/explore/phones-accessories","/projects/liggghts-launcher-user-interface","2015-03-06T23:59:59-08:00","EUR","140","0.028","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/hay8ephikepoh3xify6e.jpg","false","false","null","2015-02-04T10:57:13-08:00","null","null","null","null","null","1119455","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","LIGGGHTS Launcher Switches Science","[""other""]","LIGGGHTS Launcher User Interface"
"null","Fashion & Wearables","/explore/fashion-wearables","/projects/goldeluxe-jewelry-higher-quality-brass","2016-02-14T23:59:59-08:00","USD","731","0.243666666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/anit5ybyxmuknclsgk3g.jpg","false","false","null","2016-01-15T12:36:23-08:00","null","null","null","null","null","1594797","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Help me create higher quality brass jewelry with a Midas E-Coating system.","[""jewelry""]","Goldeluxe Jewelry: Higher Quality Brass"
"null","Writing & Publishing","/explore/writing-publishing","/projects/our-stories-from-dgh","2015-04-13T23:59:59-07:00","USD","350","0.35","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/rlzdbpweoihbkhz4aa28.jpg","false","false","null","2015-02-13T10:26:59-08:00","null","null","null","null","null","1135302","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Wouldnt you like a read a book full of stories from the Homes?","[""other""]","Our Stories from DGH"
"null","Film","/explore/film","/projects/iridescence-a-sci-fi-short-film","2019-12-31T23:59:59-08:00","USD","1655","0.08275","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/we3s6oberynvtcohhfh1.jpg","false","false","null","2019-12-01T00:00:00-08:00","null","null","null","null","null","2563391","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A group of friends stumble upon a new form of pseudo-biotechnology that could change EVERYTHING.","[""short film""]","IRIDESCENCE: A Sci-fi Short Film"
"null","Tabletop Games","/explore/tabletop-games","/projects/qasaaro-first-somali-board-game","2018-12-20T23:59:59-08:00","GBP","2139","0.2139","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/hnyl4fhlteujrilqhh9m.jpg","false","false","null","2018-11-05T00:00:00-08:00","null","null","null","null","null","2424194","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The Hooyo mataalo board game - help us instil Somali culture and tradition into our downtime","[""family""]","Qasaaro - First Somali Board Game! "
"null","Home","/explore/home","/projects/rollable-hanger--2","2015-09-26T23:59:59-07:00","USD","250","0.025","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/litodtlhfwq4h7xgbqgl.jpg","false","false","null","2015-08-27T20:41:06-07:00","null","null","null","null","null","1410682","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A change to the conventional hanger allows users to easily hang clothes without stretching.","[""other""]","Rollable hanger"
"null","Photography","/explore/photography","/projects/sylvester-goes-to-cameroon-africa","2018-05-21T23:59:59-07:00","USD","183","0.04575","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/bhdus56sx4gdlywozkyy.jpg","false","false","null","2018-04-06T22:01:42-07:00","null","null","null","null","null","2361913","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A year ago I quit my job to follow my passions. Now I am going international for photography!","[""other""]","Sylvester Goes To Cameroon, Africa"
"null","Audio","/explore/audio","/projects/kulumi","2013-02-09T23:59:59-08:00","USD","3081","0.0385125","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/psc06adgdzbiuzv0q6ez.jpg","false","false","null","2012-12-14T21:48:39-08:00","null","null","null","null","null","277195","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Impact the Developing World with KULUMI - A portable LED Audio Lamp","[""other""]","KULUMI"
"null","Local Businesses","/explore/local-businesses","/projects/staff-relief-fund-for-penelope-s-gemini","2020-04-23T23:59:59-07:00","USD","5566","1.583142857143","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/wmicwd8ctbldok9yqube.jpg","false","false","null","2020-03-24T00:00:00-07:00","null","null","null","null","null","2590518","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","100% of funds raised will be donated to sales staff out of work due to the COVID-19 closure","[""community"",""clothing"",""family"",""jewelry"",""other""]","Staff Relief Fund for Penelope’s & Gemini"
"null","Camera Gear","/explore/camera-gear","/projects/the-world-s-best-4k-camera-extremex-shot5","2015-12-24T23:59:59-08:00","USD","3107","0.03107","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ogqaucdtxqeogx3rkji5.jpg","false","false","null","2015-11-19T20:52:38-08:00","null","null","null","null","null","1534606","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The complete waterproof camera boasting 4K video and 2” LCD screen at a fraction of the GoPro® price","[""other""]","The World's Best 4K Camera - ExtremeX Shot5"
"null","Art","/explore/art","/projects/community-supported-artist-a-new-type-of-csa","2017-07-03T23:59:59-07:00","USD","450","0.09","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/fqutgqnzffdbutyc5xau.jpg","false","false","null","2017-05-04T11:39:46-07:00","null","null","null","null","null","2110494","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The Yoknapatawpha Arts Council has provided grants for four local artists to create new art!","[""community""]","Community Supported Artist - A New Type of CSA"
"null","Camera Gear","/explore/camera-gear","/projects/for-a-vlogging-camera","2016-10-19T23:59:59-07:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/amu2rq0mivmoaquqtzcg.jpg","false","false","null","2016-08-20T14:14:19-07:00","null","null","null","null","null","1868224","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","I use my iPod touch to record vids and my parents are too broke to buy a real camera","[""other""]","For A Vlogging Camera"
"null","Comics","/explore/comics","/projects/outlaw-nights-genesis-of-a-renegade","2020-06-30T23:59:59-07:00","USD","7280","1.064615384615","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/raomvdurzrdpoikn9pbw.jpg","true","false","null","2020-05-01T00:00:00-07:00","null","null","null","null","null","2562721","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Cyrus Lawson is caught up in the machinations of Ivory: infamous pirate captain of Hazard!","[""adventure"",""men"",""solar""]","Outlaw Nights: Genesis of a Renegade"
"null","Video Games","/explore/video-games","/projects/prisoner-zero-2150-adventure-game-by-steve-schild","2019-09-17T23:59:59-07:00","CHF","737","0.491333333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/evtikunyvavrvtfnbyg7.jpg","false","false","null","2019-07-19T00:00:00-07:00","null","null","null","null","null","2464316","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","We develop a mystery adventure game based on the book of Steve Schild: ""Gefangene der Zukunft""","[""computers"",""design"",""adventure""]","Prisoner zero 2150 Adventure Game by Steve Schild"
"For more info, release notification and discounts,   sign up","Wellness","/explore/wellness","/projects/mask-on-help-me-build-this-machine/coming_soon","null","SGD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/jpi5zo6ancbws9shm3d5.jpg","false","true","null","null","null","null","null","null","null","2590248","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Building a machine to produce surgical masks for the needy","[""community"",""air purifiers""]","LAUNCHING SOON: Mask On-Help Me Build This Machine"
"null","Phones & Accessories","/explore/phones-accessories","/projects/onyxx-pocket-size-wireless-power-on-the-go","2018-11-01T23:59:59-07:00","USD","2507","0.167133333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/bwwl3ceb29htv3ps0tny.jpg","false","false","null","2018-09-17T00:00:00-07:00","null","null","null","null","prototype","2385965","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The First Wireless Power Bank Water/Dust Resistant. Sleek and Pocket Size for iPhone and Android.","[""wireless"",""chargers"",""iphone"",""smart phones"",""camping""]","ONYXX: Pocket size wireless power on the GO!"
"null","Film","/explore/film","/projects/skeletons-short-film--2","2020-09-24T23:59:59-07:00","USD","12545","1.1295","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/zrm4ta9oldn3ipcprvby.jpg","true","false","null","2020-09-02T00:00:00-07:00","null","null","null","null","null","2621134","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Help make Adam DeCarlo's new short film, Skeletons, a reality!","[""drama"",""indie"",""lgbtq"",""short film"",""romance""]","Skeletons - Short Film"
"null","Wellness","/explore/wellness","/projects/seed-packaging","2020-01-12T23:59:59-08:00","USD","7327","1.014714285714","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/osgi4yi5xr4laicyzz4u.jpg","false","false","null","2019-11-13T00:00:00-08:00","null","null","null","null","null","2551386","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","We are raising funds to help our small farm get front and back color packaging for our seed crops.","[""female founders"",""first-time founders"",""garden"",""women""]","Seed Packaging"
"null","Environment","/explore/environment","/projects/on-wings-of-waste--3","2016-06-09T23:59:59-07:00","USD","860","0.0043","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/at06reeus7peedar3ns8.jpg","false","false","null","2016-04-10T02:25:49-07:00","null","null","null","null","null","1714579","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A flight to showcase a solution to the plastic waste problem","[""other""]","On Wings of Waste"
"null","Camera Gear","/explore/camera-gear","/projects/power-any-camera-more-with-the-power-junkie","2018-09-20T23:59:59-07:00","GBP","72330","2.0607","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/itdl9chqicqn6gshiriw.jpg","false","false","null","2018-09-19T23:59:59-07:00","null","null","null","null","prototype","2420978","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A must-have for photographers and filmmakers. Charge & power everything using this device.","[""chargers"",""batteries"",""iphone"",""professional"",""camping""]","Power Any Camera & More With The Power Junkie"
"null","Art","/explore/art","/projects/antonio-fuentes-exposicion-venecia-mayo-2019","2018-03-03T23:59:59-08:00","EUR","1356","0.038742857143","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/p7fvruentw2kwz3qktqs.jpg","false","false","null","2018-02-01T02:37:22-08:00","null","null","null","null","null","2332895","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Le Maître de Tanger ( 1905 - 1995 )","[""other""]","Antonio Fuentes. Exposición Venecia Mayo ' 2019"
"null","Writing & Publishing","/explore/writing-publishing","/projects/heavy-music-artwork-music-art-print-magazine--2","2017-04-16T23:59:59-07:00","GBP","2544","0.5088","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ozgwacq2xgqntn2e2xuz.jpg","false","false","null","2017-02-15T16:00:45-08:00","null","null","null","null","null","2040124","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","World first and only heavy metal & rock art magazine. 4th Installation: LEGACY","[""magazines""]","Heavy Music Artwork: Music & art print magazine"
"null","Film","/explore/film","/projects/monsters-of-man-the-feature-film","2020-10-13T23:59:59-07:00","AUD","26950","1.603666666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/gjbnmjwkr8wcfk96zcdl.jpg","true","false","null","2020-08-14T00:00:00-07:00","null","null","null","null","null","2609944","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A thrilling action-packed, sci-fi directed by Mark Toia. BACK IT & help us push it out to the world!","[""drama"",""robots"",""thriller"",""suspense""]","'MONSTERS OF MAN' - The Feature Film"
"null","Human Rights","/explore/human-rights","/projects/sponsor-a-family-in-beirut","2020-09-12T23:59:59-07:00","USD","4145","0.138166666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/nj5a2dxi0x4g29uabxry.jpg","false","false","null","2020-08-23T00:00:00-07:00","null","null","null","null","null","2621616","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Help in providing the livelihoods of families affected by the Beirut explosion and economic crisis.","[""community"",""family"",""food"",""security"",""kids""]","Sponsor a Family In Beirut"
"null","Music","/explore/music","/projects/sanctorium-s-new-album-2019","2019-02-08T23:59:59-08:00","USD","2656","0.221333333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/jh40vmwyj8wijuaeuojg.jpg","false","false","null","2018-12-10T00:00:00-08:00","null","null","null","null","null","2443131","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Take part in magic's creation!","[""album"",""band"",""recording"",""rock""]","Sanctorium's new album 2019!"
"null","Energy & Green Tech","/explore/energy-green-tech","/projects/ecoplant-cut-ocean-plastic-fight-climate-change","2019-05-31T23:59:59-07:00","GBP","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/pk9x5mi0kkxq3uql1y0n.jpg","false","false","null","2019-04-16T00:00:00-07:00","null","null","null","null","concept","2445667","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Launching a high-tech ecoPlant - converting ANY non-recyclable waste-plastic into ultra-clean fuel!","[""air purifiers"",""founders of color""]","ecoPLANT: Cut Ocean Plastic & Fight Climate Change"
"null","Wellness","/explore/wellness","/projects/an-online-open-health-and-wholeness-academy","2017-05-29T23:59:59-07:00","USD","360","0.0072","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/wnajkoqwgxpabfikguid.jpg","false","false","null","2017-03-30T10:54:35-07:00","null","null","null","null","null","2062410","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","For those wanting to take ownership of their own Health & Wholeness with close-to-people education","[""other""]","An Online Open Health and Wholeness Academy"
"null","Health & Fitness","/explore/health-fitness","/projects/pelvic-floor-fitness-made-easy","2015-10-25T23:59:59-07:00","USD","828","0.01656","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/n6mgxhp7xxul4i480fmv.jpg","false","false","null","2015-08-26T17:03:02-07:00","null","null","null","null","null","1093633","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","We all need a healthy Pelvic Floor Muscle or else we live with the ""Giggle and Piddle"" syndrome","[""other""]","Pelvic Floor Fitness made EASY"
"null","Education","/explore/education","/projects/thornton-elite-youth-sports-complex","2016-11-30T23:59:59-08:00","USD","205","0.006833333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/yxyrgk1bbkv0ek2sre3r.jpg","false","false","null","2016-10-01T17:00:33-07:00","null","null","null","null","null","768375","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","New proposed youth sports organization/complex to be located in Thornton, Colorado.","[""sports"",""kids""]","Thornton Elite Youth Sports Complex"
"null","Environment","/explore/environment","/projects/meet-bob","2020-12-03T23:59:59-08:00","EUR","59000","2.1566","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/jrfarbjw13v1wvxkmjdd.jpg","true","false","null","2020-10-04T00:00:00-07:00","null","null","null","null","null","2625190","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","MEET BOB; a unique book to support a spokesbird for environmental awareness.","[""books""]","MEET BOB"
"null","Video Games","/explore/video-games","/projects/universe--2","2015-08-28T23:59:59-07:00","USD","235","0.047","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/z5pwybifed8y0pshqae3.jpg","false","false","null","2015-06-29T11:42:25-07:00","null","null","null","null","null","1327345","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Universe themed board game involving disks, marbles, and dice.","[""other""]","Universe"
"null","Camera Gear","/explore/camera-gear","/projects/help-replace-gear","2013-03-31T23:59:59-07:00","USD","145","0.046804389929","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/nclmbxtv0hwiqf4lg5jk.jpg","false","false","null","2013-01-30T18:48:22-08:00","null","null","null","null","null","326827","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Out at a shoot one night.... model propped up on a table with only one leg in the center.....she starts to tilt and fall.... saved her... busted camera :(","[""other""]","Help replace gear!"
"null","Local Businesses","/explore/local-businesses","/projects/nonprofit-five80-coffeehouse-roaster","2015-04-04T23:59:59-07:00","USD","535","0.031470588235","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/czjjwxiov9m9awfsedbw.jpg","false","false","null","2015-02-03T07:35:51-08:00","null","null","null","null","null","1116607","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Roasting coffee to fund humanity in Enid OK and around the world.","[""other""]","Nonprofit Five80 coffeehouse  roaster"
"null","Culture","/explore/culture","/projects/proyectos-y-promocion-para-agoney-de-a-updates","2019-11-05T23:59:59-08:00","EUR","475","0.95","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/owsplacyhl5rceukyxvi.jpg","false","false","null","2019-09-11T00:00:00-07:00","null","null","null","null","null","2543451","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Destinaremos el dinero a proyectos de futuros conciertos y a la promoción de su música.","[""music video""]","Proyectos y promoción para Agoney de A. Updates"
"null","Human Rights","/explore/human-rights","/projects/project-brown-bag-la","2013-10-13T23:59:59-07:00","USD","22","0.006111111111","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/wsj9sz5tz0qpvztfpucz.jpg","false","false","null","2013-08-14T11:48:34-07:00","null","null","null","null","null","456500","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Every month our church makes 300 lunches to feed the homeless in downtown Los Angeles. We need help funding the program so we can continue to feed the homeless.","[""other""]","Project Brown Bag LA"
"null","Film","/explore/film","/projects/jammingers-the-movie","2021-02-02T23:59:59-08:00","USD","3299","0.219933333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/xku02gxlmofczxfrrty3.jpg","false","false","null","2020-12-04T00:00:00-08:00","null","null","null","null","null","2646389","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Let's Jam! Let's make a movie!","[""indie"",""adventure"",""drama"",""short film"",""fantasy""]","Jammingers: The Movie!"
"null","Audio","/explore/audio","/projects/wanderlust-unknown-pre-order","2019-04-26T23:59:59-07:00","USD","18546","1.0994","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/fr5dwqsjjs1nzhs6tywe.jpg","false","false","null","2019-02-25T00:00:00-08:00","null","null","null","null","null","2473810","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","4th Full Length Studio Album","[""album"",""music video"",""recording""]","Wanderlust Unknown Pre-Order"
"null","Photography","/explore/photography","/projects/arnold-rammo-photography-book","2016-05-14T23:59:59-07:00","EUR","110","0.016923076923","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vcfp32uv7crbpwczyp4l.jpg","false","false","null","2016-04-14T04:17:03-07:00","null","null","null","null","null","1713885","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Thousands of photos from behind the Iron Curtain. Estonia, years 1955-1990.  Photography book.","[""other""]","Arnold Rammo Photography Book"
"null","Education","/explore/education","/projects/pick-play-the-world-s-first-animation-coding-kit","2020-07-08T23:59:59-07:00","USD","20927","2.0133","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dvxmi7hfut8oort8qghc.jpg","true","false","null","2020-07-07T23:59:59-07:00","null","null","null","null","null","2582986","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Create 1 million+ stories with word cards! Your imagination comes to life with PICK&PLAY.","[""animation"",""apps"",""toys"",""kids"",""3d""]","Pick&Play : The World's First Animation Coding Kit"
"null","Health & Fitness","/explore/health-fitness","/projects/naturlich-all-natural-beauty-skin-products","2017-09-26T23:59:59-07:00","USD","495","0.33","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/iggabmzkvekcuek7p0ew.jpg","false","false","null","2017-08-27T15:42:58-07:00","null","null","null","null","prototype","2202101","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Life is toxic enough, your skincare shouldn't be.","[""other""]","Natürlich -  All Natural Beauty & Skin Products"
"null","Environment","/explore/environment","/projects/speedibin-composters","2016-12-22T23:59:59-08:00","CAD","1112","0.074133333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/nw45mblt5sl5e8jnuuca.jpg","false","false","null","2016-11-22T13:52:20-08:00","null","null","null","null","null","1912290","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Metal backyard composter keeps out pests and makes it easy to turn waste into earth!","[""other""]","Speedibin composters"
"null","Transportation","/explore/transportation","/projects/inter-city-auto-train-service--2","2016-02-09T23:59:59-08:00","USD","186","0.0372","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/wwkxvyfugng7xiuldvqd.jpg","false","false","null","2015-12-11T08:28:28-08:00","null","null","null","null","null","1531391","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","What if you could take a road trip... by train?? Introducing the Inter-City Auto Train System.","[""design""]","Inter-City Auto Train Service"
"null","Wellness","/explore/wellness","/projects/put-a-fork-in-hunger","2019-12-05T23:59:59-08:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/wktj70u2ecngwatxa8sh.jpg","false","false","null","2019-10-23T00:00:00-07:00","null","null","null","null","null","2546364","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Campaign for Smokey's Pantry, an organization committed to mitigate food insecurity. Hunger Ends Now","[""food"",""security""]","Put a Fork in Hunger"
"null","Photography","/explore/photography","/projects/the-hard-up-collection","2014-09-01T23:59:59-07:00","USD","25","0.05","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dnorvmwwu6vq85wczbwp.jpg","false","false","null","2014-07-23T22:39:42-07:00","null","null","null","null","null","879012","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A photography project exploring the cost of being ""hip""","[""other""]","The Hard Up Collection"
"null","Video Games","/explore/video-games","/projects/the-journey-first-mars-survival-online-game","2016-08-29T23:59:59-07:00","USD","146","0.00584","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/gvwcfpsblwh3eib2zagv.jpg","false","false","null","2016-07-18T02:01:59-07:00","null","null","null","null","null","1810627","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Online game with all the action happening on planet Mars because there is no going back to Earth!","[""other""]","The Journey - First Mars survival online game"
"null","Environment","/explore/environment","/projects/oilkiller-to-give-back-beauty-to-the-blue","2019-05-10T23:59:59-07:00","EUR","476","0.0119","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/djypaxct9tvk3lvudppz.jpg","false","false","null","2019-03-26T00:00:00-07:00","null","null","null","null","null","2483106","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A Columbus' egg to clean up sea, lakes and rivers waters.","[""water"",""professional"",""love""]","OilKiller: to give back beauty to the Blue."
