bullet_point,category,category_url,clickthrough_url,close_date,currency,funds_raised_amount,funds_raised_percent,image_url,is_indemand,is_pre_launch,offered_by,open_date,perk_goal_percentage,perks_claimed,price_offered,price_retail,product_stage,project_id,project_type,source_url,tagline,tags,title
"null","Education","/explore/education","/projects/the-first-bhutan-international-festival--2","2015-02-15T23:59:59-08:00","USD","171","0.0057","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/d1oagn4ic3u9xsgodfcm.jpg","false","false","null","2015-02-02T12:33:32-08:00","null","null","null","null","null","1110979","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Our mission is to provide a new outlet for artists from across the nation of Bhutan.","[""other""]","The First Bhutan International Festival"
"null","Wellness","/explore/wellness","/projects/asociacion-proyecto-peruanos","2020-09-01T23:59:59-07:00","USD","15","0.0075","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ppaoyld32wpj6o3cuzgd.jpg","false","false","null","2020-07-03T00:00:00-07:00","null","null","null","null","null","2597920","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Incubadora App","[""community"",""family"",""food"",""safety"",""students""]","Asociación Proyecto Peruanos"
"null","Writing & Publishing","/explore/writing-publishing","/projects/john-jordan-series-audiobooks","2020-01-02T23:59:59-08:00","USD","2426","0.4852","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/x2gr2uglyhrhmz7u3gau.jpg","false","false","null","2019-12-08T00:00:00-08:00","null","null","null","null","null","2564809","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Bringing the entire John Jordan mystery series to audiobook.","[""books""]","John Jordan Series Audiobooks"
"null","Photography","/explore/photography","/projects/12-sites-in-maine-you-may-not-have-heard-of","2014-10-30T23:59:59-07:00","USD","600","1","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ecqnqrz6mjsrzw4j1nvi.jpg","false","false","null","2014-10-23T16:05:44-07:00","null","null","null","null","null","991189","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Photographic book of  12 well worth seeing sites in the state of Maine.","[""other""]","12 Sites in Maine You May Not Have Heard of"
"null","Culture","/explore/culture","/projects/fulfilling-my-purpose-a-life-of-ministry","2018-11-08T23:59:59-08:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/hh7ujj7zqitwhxm3lrwz.jpg","false","false","null","2018-09-09T00:00:00-07:00","null","null","null","null","null","2417019","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Ready to love & serve!","[""adventure"",""community""]","Fulfilling My Purpose: A Life of Ministry"
"null","Food & Beverages","/explore/food-beverages","/projects/chocola-te-for-your-teeth","2017-10-28T23:59:59-07:00","USD","300","0.012","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dp9w6v9asn2hsk6v4jei.jpg","false","false","null","2017-09-09T15:50:45-07:00","null","null","null","null","null","2201665","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Authentic hot cocoa beverage that promotes dental health.","null","Chocola Té for Your Teeth"
"null","Tabletop Games","/explore/tabletop-games","/projects/h-p-lovecraft-s-reanimator-mystery-board-game","2017-12-11T23:59:59-08:00","USD","17412","1.39296","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dmjhdfgidjzhsvyz2n4r.jpg","false","false","null","2017-12-10T23:59:59-08:00","null","null","null","null","null","2288034","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Welcome to the spine tingling world of Reanimator: a table top game of horror and mad science.","[""other""]","H.P. Lovecraft's Reanimator Mystery Board Game"
"null","Camera Gear","/explore/camera-gear","/projects/bubdrone-world-s-smallest-drone-with-hd720p-camera","2016-03-07T23:59:59-08:00","USD","4266","0.1422","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/bsxgheajx2jzsznpdemk.jpg","false","false","null","2016-01-22T07:15:37-08:00","null","null","null","null","null","1578254","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Bub is an all-round mini FPV drone which can be controlled by your smart phone or tablet. Only $69!","[""drones""]","BubDrone:World's smallest drone with HD720P camera"
"null","Comics","/explore/comics","/projects/from-the-pages-of-combat-by-sam-glanzman","2021-01-25T23:59:59-08:00","USD","2874","0.5748","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/s7c6wsuerymscacspktq.jpg","false","false","null","2020-12-26T00:00:00-08:00","null","null","null","null","null","2637506","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Collecting PEARL HARBOR, DUNKIRK, MIDWAY, BATTLE FOR BRITAIN, and D-DAY!","[""books"",""drama"",""horror"",""suspense"",""adventure""]","FROM THE PAGES OF COMBAT by Sam Glanzman"
"null","Writing & Publishing","/explore/writing-publishing","/projects/listen-up-your-heart-is-speaking","2016-02-22T23:59:59-08:00","USD","9704","0.404333333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/wtrs5gytduwhr9dpfi2u.jpg","false","false","null","2016-01-25T20:23:44-08:00","null","null","null","null","null","1597678","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Your Heart is Speaking!  Help me publish my first book, a guide to living a heart-centered life!","[""other""]","Listen Up! Your Heart is Speaking! "
"null","Tabletop Games","/explore/tabletop-games","/projects/of-the-horned-gods-winter","2020-09-29T23:59:59-07:00","USD","2058","2.058","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/naguzspje6mkq3fg275h.jpg","false","false","null","2020-09-22T00:00:00-07:00","null","null","null","null","null","2629552","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Adventures in the Land Without Gods. Plunge into the trackless wastes for the glory or gold!","[""adventure"",""books""]","Of the Horned Gods Winter"
"null","Web Series & TV Shows","/explore/web-series-tv-shows","/projects/how-to-make-a-reality-star","2017-09-25T23:59:59-07:00","USD","610","0.040666666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/kbzp0ohidctpxnirwq5g.jpg","false","false","null","2017-08-25T02:50:29-07:00","null","null","null","null","null","2186067","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A scripted comedy that exposes the REAL behind-the-scenes absurdities of ""REALITY"" TV star lives.","[""other""]","How to Make a Reality Star"
"null","Photography","/explore/photography","/projects/tokyo-radiant","2016-06-25T23:59:59-07:00","USD","1723","0.43075","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/texsytu5fwftfl7k8ptg.jpg","false","false","null","2016-04-26T23:29:39-07:00","null","null","null","null","null","1670341","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A photographic journey through Tokyo after 3.11., shot with infrared colors","[""other""]","Tokyo Radiant"
"null","Wellness","/explore/wellness","/projects/hi-drops-get-eye-drops-to-fire-fighters","2020-06-29T23:59:59-07:00","USD","2283","0.0761","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/s8gpfr1bmrbshhvc1y01.jpg","false","false","null","2020-04-30T00:00:00-07:00","null","null","null","null","null","2599934","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","EYE DROPS HELP FIRE-FIGHTERS FROM EYE-RUBBING -- LESS COVID RISK & SMOKE RELIEF FOR EYES","[""community"",""first-time founders"",""safety""]","Hi-Drops: GET EYE DROPS TO FIRE-FIGHTERS"
"null","Local Businesses","/explore/local-businesses","/projects/she-s-got-guts","2015-01-10T23:59:59-08:00","USD","3951","0.7902","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/yn0iwgwj4psh6jzel139.jpg","false","false","null","2014-11-11T15:01:08-08:00","null","null","null","null","null","1012657","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Thank you so much to everyone involved! You can now find the book here: www.shesgotguts.com :)","[""other""]","She's Got Guts!"
"null","Productivity","/explore/productivity","/projects/spendingshift-the-kindness-platform","2014-01-31T23:59:59-08:00","USD","22569","0.090276","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/olcamsoqts6iot9nrvlf.jpg","false","false","null","2013-12-09T13:14:54-08:00","null","null","null","null","null","584874","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A mobile platform that turns your everyday spending into a way to help charities and worthy causes.","[""other""]","SpendingShift: The Kindness Platform"
"null","Energy & Green Tech","/explore/energy-green-tech","/projects/aquadeli-cafe-for-the-less-fortunate","2018-09-17T23:59:59-07:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/evzo2oeajgne5gkxtkkw.jpg","false","false","null","2018-07-19T01:37:36-07:00","null","null","null","null","null","2399440","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A Self Powered Aquaponic deli cafe to grow organic healthy vegetables,herbs, fish and prawns","[""food"",""kitchen"",""other""]","AquaDeli Cafe for the less fortunate"
"null","Local Businesses","/explore/local-businesses","/projects/birthkeeper-summit-4-30-5-3-15-berkeley-ca","2015-04-13T23:59:59-07:00","USD","110","0.055","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/fuqqex5gkqcrwbqesx3d.jpg","false","false","null","2015-03-24T22:20:57-07:00","null","null","null","null","null","1183394","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","MotherBaby MotherEarth","[""other""]","BirthKeeper Summit,  4. 30-5.3, '15,  Berkeley, CA"
"null","Transportation","/explore/transportation","/projects/beauty-and-beast-cars","2017-04-21T23:59:59-07:00","USD","270","0.00054","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dzkmuew0fqebjo0ow99k.jpg","false","false","null","2017-02-20T08:26:44-08:00","null","null","null","null","null","2044287","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","This Is  More than a Simple personal project. We have a mission and a duty !","[""cars""]","beauty and beast cars"
"null","Education","/explore/education","/projects/the-idealist-monetary-fund","2015-08-05T23:59:59-07:00","USD","5","0.00005","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/phb5asyxjjnnmlgchzvp.jpg","false","false","null","2015-07-06T03:05:27-07:00","null","null","null","null","null","1341514","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","When politics & finance sucks, lets do the job ourselves. This month, help the greek people.","[""other""]","The Idealist Monetary Fund"
"null","Photography","/explore/photography","/projects/gender-projected--2","2015-06-19T23:59:59-07:00","USD","134","0.092413793103","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/twydzorgcqptww6abusj.jpg","false","false","null","2015-06-09T16:35:25-07:00","null","null","null","null","null","1301943","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Exploring gender through photography and dialogue.","[""other""]","Gender Projected"
"null","Photography","/explore/photography","/projects/a-young-photographer-s-potential-talent","2013-01-24T23:59:59-08:00","USD","25","0.05","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vaccodoel4cpqxd2z9wg.jpg","false","false","null","2012-09-26T18:14:54-07:00","null","null","null","null","null","226223","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","hopefully after all of your donations, i will finally get the camera of my dreams","[""other""]","A young photographer's potential talent"
"null","Culture","/explore/culture","/projects/nora-s-trip-to-japan","2017-06-08T23:59:59-07:00","USD","3312","1.656","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/baamk3oa8wwks8svlapu.jpg","false","false","null","2017-05-09T18:42:41-07:00","null","null","null","null","null","2114139","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A trip to Japan in October","[""other""]","Nora's Trip to Japan!"
"null","Dance & Theater","/explore/dance-theater","/projects/desert-ensemble-needs-your-help","2018-10-04T23:59:59-07:00","USD","3155","0.3155","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/kpfbxawfprjpmo0exxhr.jpg","false","false","null","2018-08-20T00:00:00-07:00","null","null","null","null","null","2408469","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","We need of a new sound - light board PLUS we need your help to grow! Want to be a theatre Angel?","[""community"",""students""]","Desert Ensemble needs your help!"
"null","Education","/explore/education","/projects/help-me-save-art-by-the-glass-studio","2015-05-04T23:59:59-07:00","USD","125","0.025","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/spho35mim6u3qzk0pnxz.jpg","false","false","null","2015-04-30T16:21:47-07:00","null","null","null","null","null","1249251","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Trying to save Art by the Glass Studio!","[""other""]","Help me save Art by the Glass Studio!"
"null","Photography","/explore/photography","/projects/i-am-maggie","2015-06-18T23:59:59-07:00","EUR","171","0.0171","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ybxhlxxxr4tzvynw4now.jpg","false","false","null","2015-06-08T00:43:38-07:00","null","null","null","null","null","1297489","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","I AM MAGGIE

/ a photographic journey of a love far beyond gender and sexuality","[""other""]","I AM MAGGIE"
"null","Food & Beverages","/explore/food-beverages","/projects/union-brothers-brewing","2019-12-26T23:59:59-08:00","USD","3600","0.18","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/daqcae8m08zfbwa5m9ab.jpg","false","false","null","2019-11-26T00:00:00-08:00","null","null","null","null","null","2551121","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Raising funds to complete our buildout","[""beer"",""food""]","Union Brothers Brewing"
"null","Food & Beverages","/explore/food-beverages","/projects/le-petit-croissant-s-takeaway-shop","2020-09-22T23:59:59-07:00","SGD","10254","2.0508","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/zfe2296xds5tmyoawpq3.jpg","true","false","null","2020-09-21T23:59:59-07:00","null","null","null","null","null","2631553","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","I need your help to fulfill my dream to set up a small batch bakery in Singapore!","[""community"",""food"",""female founders"",""kitchen"",""family""]","Le Petit Croissant's Takeaway Shop"
"null","Travel & Outdoors","/explore/travel-outdoors","/projects/iocamper-the-transportable-folding-apartment","2018-11-03T23:59:59-07:00","USD","1145","0.005725","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ufrbsb1yylkhdbdpgie3.jpg","false","false","null","2018-09-04T00:00:00-07:00","null","null","null","null","prototype","2412777","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","ioCamper turns any van to a motorhome. No need to modify the van. Full comfort for 4 people.","[""adventure"",""camping"",""cars"",""design"",""family""]","ioCamper - The Transportable Folding Apartment"
"null","Health & Fitness","/explore/health-fitness","/projects/skill-board-mini-master-your-balance","2020-12-04T23:59:59-08:00","USD","193946","18.1533","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/bz9gnehcsc4kjk4nyg62.jpg","true","false","null","2020-12-03T23:59:59-08:00","null","null","null","null","null","2643855","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Skill Board makes a balance board that challenges your balance in a 360 degree range of motion","[""sports"",""design""]","Skill Board Mini - Master Your Balance"
"null","Education","/explore/education","/projects/help-westryve-strive","2020-12-21T23:59:59-08:00","GBP","855","0.0855","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/wzref5wq3vzgezoqwski.jpg","false","false","null","2020-10-22T00:00:00-07:00","null","null","null","null","null","2635542","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","You can help us to grow our tech community","[""community"",""clothing"",""iot"",""professional"",""websites""]","Help WeStryve Strive!"
"null","Podcasts, Blogs & Vlogs","/explore/podcasts-blogs-vlogs","/projects/whispering-an-audio-drama--2","2020-01-30T23:59:59-08:00","USD","2176","1.088","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/toddm4glmrmppfn2vdtf.jpg","false","false","null","2019-12-31T00:00:00-08:00","null","null","null","null","null","2545388","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Help us fund our audio drama about Kore and her journey to becoming the Queen of the Underworld!","[""drama"",""comedy""]","Whispering, an Audio Drama"
"null","Fashion & Wearables","/explore/fashion-wearables","/projects/cgstudio-image-based-3d-modeling-software","2016-03-03T23:59:59-08:00","USD","305","0.0305","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/jtvc6xnqlv9cbav8qcnj.jpg","false","false","null","2016-02-02T20:16:25-08:00","null","null","null","null","null","1608308","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The world's first software that can 3D modeling with only your existing image files!","[""design"",""software""]","CGStudio: Image-Based 3D Modeling Software"
"null","Art","/explore/art","/projects/indigo-mind","2015-09-12T23:59:59-07:00","USD","9628","0.641866666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vjjgowe5det7tqy2wqyo.jpg","false","false","null","2015-08-13T11:10:20-07:00","null","null","null","null","null","1388752","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Celebrating the work of Oliver Sacks","[""other""]","Indigo Mind"
"null","Writing & Publishing","/explore/writing-publishing","/projects/the-tone-of-donald-trump-s-tweets","2020-10-28T23:59:59-07:00","USD","290","0.059183673469","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/srnpzmplr46m5curanq8.jpg","false","false","null","2020-10-05T00:00:00-07:00","null","null","null","null","null","2633968","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A book on Trump's Tweets. How followers socially engage and why? A scientific analysis of his VOICE.","[""books""]","The TONE of Donald Trump's Tweets"
"null","Web Series & TV Shows","/explore/web-series-tv-shows","/projects/beer-farmer-pilot","2017-06-04T23:59:59-07:00","USD","330","0.06","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/x2ggug7u4jw3mazfvwa5.jpg","false","false","null","2017-05-05T12:50:12-07:00","null","null","null","null","null","2105895","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Lovably crass Pat Rowland grows hops, brews beer, hunts, fishes & runs his bar in midwestern style.","[""beer""]","Beer Farmer - Pilot"
"null","Video Games","/explore/video-games","/projects/support-the-friendship-games-chess-tournament","2015-10-30T23:59:59-07:00","USD","75","0.004411764706","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/r6jihjtxzos1jviy2efa.jpg","false","false","null","2015-10-20T22:10:22-07:00","null","null","null","null","null","1499993","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The Friendship Games a chess tournament celebrating the improved relations between the USA and Cuba.","[""other""]","Support The Friendship Games Chess Tournament"
"null","Culture","/explore/culture","/projects/end-of-summer-fundraiser-saturdays-in-saxapahaw","2018-08-31T23:59:59-07:00","USD","1120","0.32","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/apzivo328ij8dpbzzhhw.jpg","false","false","null","2018-08-21T00:00:00-07:00","null","null","null","null","null","2410902","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Help us meet the budget for the summer! Please give what you can!","[""festival""]","End of Summer Fundraiser-Saturdays in Saxapahaw"
"null","Health & Fitness","/explore/health-fitness","/projects/posture-m8","2019-05-16T23:59:59-07:00","USD","1040","0.0208","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/f6x9higzsgvznwencwpb.jpg","false","false","null","2019-03-17T00:00:00-07:00","null","null","null","null","null","2478874","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Together, let’s improve posture. This product is now available!","[""sports"",""pillows"",""chairs"",""students"",""luggage""]","Posture M8"
"null","Environment","/explore/environment","/projects/self-sustainable-farm-in-nepal","2017-12-29T23:59:59-08:00","USD","750","0.075","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/t20fnzrtnhjii4lxg22p.jpg","false","false","null","2017-10-30T22:45:02-07:00","null","null","null","null","null","2197350","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","We are a small Swiss-Nepali Family trying to create a self-sustainable farm, be it food or energy.","[""kids"",""social innovations""]","Self-sustainable Farm in Nepal"
"null","Local Businesses","/explore/local-businesses","/projects/send-wwii-and-korea-vets-on-the-trip-of-a-lifetime","2015-04-05T23:59:59-07:00","USD","400","0.008","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/qnet9awa5fi5wbkubvm3.jpg","false","false","null","2015-02-04T08:48:41-08:00","null","null","null","null","null","1073710","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Help us take WWII and Korean era veterans on the trip of a lifetime!","[""other""]","Send WWII And Korea Vets On The Trip Of A Lifetime"
"null","Local Businesses","/explore/local-businesses","/projects/i-am-soul-river-alaska","2015-04-20T23:59:59-07:00","USD","3755","0.070849056604","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/rfqnbpwtsmmnisp8yw26.jpg","false","false","null","2015-02-19T10:56:01-08:00","null","null","null","null","null","1124628","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Connecting inner city youth and veterans with Mother Nature to become outdoor ambassadors.","[""other""]","I am Soul River- Alaska"
"null","Home","/explore/home","/projects/establish-prototype-robotic-custom-framing-outlet","2017-03-09T23:59:59-08:00","USD","200","0.0016","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ux5bzxvwlu7eiiw8dqez.jpg","false","false","null","2017-01-08T23:35:16-08:00","null","null","null","null","null","1977459","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Fund prototype unit for robotic equipped custom picture framing super store and national brand.","[""other""]","Establish Prototype Robotic  Custom Framing Outlet"
"null","Video Games","/explore/video-games","/projects/nox-aeternum-first-person-atmospheric-horror-game","2016-05-11T23:59:59-07:00","EUR","21","0.0021","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/g9aeqay0ccsrjzplycfs.jpg","false","false","null","2016-04-11T03:29:08-07:00","null","null","null","null","null","1715047","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Atmospheric horror game with fully dynamic AI and events.","[""horror""]","Nox Aeternum: first-person atmospheric horror game"
"null","Culture","/explore/culture","/projects/to-protect-serve-and-understand","2018-02-17T23:59:59-08:00","USD","3585","0.0717","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/xmkf4v23bywphj96xepq.jpg","false","false","null","2017-12-19T04:51:18-08:00","null","null","null","null","null","2256110","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Can improvisation between cops and civilians build communication and empathy? We think so...","[""community""]","To Protect Serve and Understand"
"null","Audio","/explore/audio","/projects/cubund-the-1st-smart-wireless-usb-music-receiver","2014-11-21T23:59:59-08:00","USD","164","0.0082","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/cwb7vsk86zs8qix8jlid.jpg","false","false","null","2014-10-22T13:35:42-07:00","null","null","null","null","null","953157","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Connect your smartphone to any audio wirelessly for high quality music streaming.","[""other""]","Cubund -The 1st smart wireless USB music receiver"
"null","Local Businesses","/explore/local-businesses","/projects/from-ashes-peer-support-network","2015-06-22T23:59:59-07:00","USD","7","0.0014","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/st1lddtdmem06om8yq4m.jpg","false","false","null","2015-04-23T13:25:26-07:00","null","null","null","null","null","1238418","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Advocacy, Support, Hope, and Education for Mental Health and Wellness","[""other""]","from ASHEs Peer Support Network"
"null","Comics","/explore/comics","/projects/the-dragon-guard","2020-05-27T23:59:59-07:00","USD","50242","2.867461538462","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/s0k56xkh8a8oqmgrryyl.jpg","true","false","null","2020-03-28T00:00:00-07:00","null","null","null","null","null","2553404","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A jaw dropping tale of fantasy inspired by cartoons of the 80s and epic comics of the 90s!","[""fantasy"",""indie"",""books"",""toys""]","The Dragon Guard"
"null","Local Businesses","/explore/local-businesses","/projects/kucheras-salsa-bbq-sauce-in-stores","2016-03-11T23:59:59-08:00","USD","134","0.0134","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vtsjgutl9nbisnlnzqwa.jpg","false","false","null","2016-01-11T16:35:03-08:00","null","null","null","null","null","1598976","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Kucheras Gourmet Salsa and BBQ product line to hit stores throughout Kansas!","[""other""]","Kucheras Salsa & BBQ Sauce in Stores"
"null","Environment","/explore/environment","/projects/fast-phorious-mongol-rally-2019","2019-07-14T23:59:59-07:00","USD","1911","0.9555","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/hxcwcfbxmzepqy5wjzuy.jpg","false","false","null","2019-05-15T00:00:00-07:00","null","null","null","null","null","2495931","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Why the heck are we doing this??","[""adventure""]","Fast & Phorious Mongol Rally 2019"
